"ship_state","sku","total_units_sold","total_revenue","total_orders","avg_order_value"
"HARYANA","J0207-DR-L","1","885.00","1","885.00"
"MADHYA PRADESH","J0401-DR-XXL","1","885.00","1","885.00"
"GUJARAT","J0413-DR-XXXL","1","885.00","1","885.00"
"HARYANA","J0209-DR-M","1","885.00","1","885.00"
"DELHI","J0207-DR-XXL","1","885.00","1","885.00"
"DELHI","J0209-DR-L","1","885.00","1","885.00"
"TELANGANA","J0207-DR-XXXL","1","885.00","1","885.00"
"WEST BENGAL","J0207-DR-L","1","885.00","1","885.00"
"MAHARASHTRA","SAR059","1","885.00","1","885.00"
"MAHARASHTRA","J0343-DR-L","1","885.00","1","885.00"
"PUNJAB","J0398-DR-L","1","885.00","1","885.00"
"GUJARAT","J0414-DR-XXL","1","885.00","1","885.00"
"KARNATAKA","J0207-DR-XXXL","1","885.00","1","885.00"
"RAJASTHAN","J0333-DR-L","1","885.00","1","885.00"
"MAHARASHTRA","J0207-DR-S","1","885.00","1","885.00"
"RAJASTHAN","J0209-DR-XS","1","885.00","1","885.00"
"RAJASTHAN","J0333-DR-XXXL","1","885.00","1","885.00"
"WEST BENGAL","J0209-DR-L","1","885.00","1","885.00"
"DELHI","SAR051","1","885.00","1","885.00"
"DELHI","JNE3825-KR-S","2","885.00","2","442.50"
"KARNATAKA","J0401-DR-M","1","885.00","1","885.00"
"MAHARASHTRA","SET271-KR-NP-XXXL","1","885.00","1","885.00"
"KARNATAKA","J0401-DR-XL","1","885.00","1","885.00"
"ANDHRA PRADESH","J0207-DR-XXXL","1","885.00","1","885.00"
"CHHATTISGARH","J0341-DR-XXXL","1","885.00","1","885.00"
"KERALA","J0333-DR-S","1","885.00","1","885.00"
"TELANGANA","J0209-DR-XXXL","1","885.00","1","885.00"
"WEST BENGAL","JNE3703-KR-M","3","885.00","3","295.00"
"RAJASTHAN","J0401-DR-XL","1","885.00","1","885.00"
"WEST BENGAL","J0414-DR-M","1","885.00","1","885.00"
"MADHYA PRADESH","J0343-DR-XXXL","1","885.00","1","885.00"
"RAJASTHAN","J0401-DR-S","1","885.00","1","885.00"
"ANDHRA PRADESH","J0207-DR-XXL","1","885.00","1","885.00"
"TELANGANA","J0207-DR-L","1","885.00","1","885.00"
"CHHATTISGARH","SAR069","1","885.00","1","885.00"
"DELHI","J0333-DR-M","1","885.00","1","885.00"
"UTTAR PRADESH","J0209-DR-M","1","885.00","1","885.00"
"RAJASTHAN","J0209-DR-XL","1","885.00","1","885.00"
"GUJARAT","J0333-DR-S","1","885.00","1","885.00"
"MAHARASHTRA","J0152-DR-XS","1","885.00","1","885.00"
"GUJARAT","J0398-DR-XXL","1","885.00","1","885.00"
"UTTAR PRADESH","J0209-DR-XXL","1","885.00","1","885.00"
"KARNATAKA","J0414-DR-L","1","885.00","1","885.00"
"MADHYA PRADESH","J0341-DR-XXXL","1","885.00","1","885.00"
"MAHARASHTRA","J0152-DR-XL","1","885.00","1","885.00"
"GUJARAT","J0398-DR-M","1","885.00","1","885.00"
"MEGHALAYA","J0414-DR-XS","1","885.00","1","885.00"
"ODISHA","J0152-DR-S","1","885.00","1","885.00"
"KARNATAKA","J0209-DR-S","1","885.00","1","885.00"
"DELHI","J0401-DR-M","1","885.00","1","885.00"
"GUJARAT","J0343-DR-L","1","885.00","1","885.00"
"KARNATAKA","J0414-DR-XXL","1","885.00","1","885.00"
"KARNATAKA","J0414-DR-XXXL","1","885.00","1","885.00"
"DELHI","J0401-DR-XS","1","885.00","1","885.00"
"TELANGANA","J0152-DR-XXL","1","885.00","1","885.00"
"WEST BENGAL","J0401-DR-XXXL","1","885.00","1","885.00"
"WEST BENGAL","J0401-DR-XXL","1","885.00","1","885.00"
"TAMIL NADU","J0333-DR-XXL","1","885.00","1","885.00"
"RAJASTHAN","J0398-DR-M","1","885.00","1","885.00"
"GOA","J0341-DR-S","1","885.00","1","885.00"
"DELHI","J0401-DR-XXXL","1","885.00","1","885.00"
"GOA","J0343-DR-S","1","885.00","1","885.00"
"UTTAR PRADESH","J0414-DR-XXXL","1","885.00","1","885.00"
"WEST BENGAL","J0398-DR-M","1","885.00","1","885.00"
"ODISHA","SAR069","1","885.00","1","885.00"
"KERALA","SAR062","1","885.00","1","885.00"
"KERALA","JNE3721-KR-XXL","3","885.00","3","295.00"
"UTTAR PRADESH","J0414-DR-XXL","1","885.00","1","885.00"
"HIMACHAL PRADESH","J0343-DR-XL","1","885.00","1","885.00"
"TELANGANA","J0207-DR-XS","1","885.00","1","885.00"
"ODISHA","SAR070","1","885.00","1","885.00"
"GUJARAT","J0207-DR-XXXL","1","885.00","1","885.00"
"HIMACHAL PRADESH","J0341-DR-L","1","885.00","1","885.00"
"GUJARAT","J0209-DR-L","1","885.00","1","885.00"
"GOA","J0401-DR-S","1","885.00","1","885.00"
"UTTAR PRADESH","J0401-DR-XL","1","885.00","1","885.00"
"PUNJAB","J0333-DR-XXL","1","885.00","1","885.00"
"UTTAR PRADESH","J0401-DR-M","1","885.00","1","885.00"
"TELANGANA","J0414-DR-XXL","1","885.00","1","885.00"
"TAMIL NADU","J0398-DR-XXL","1","885.00","1","885.00"
"HARYANA","J0341-DR-XS","1","885.00","1","885.00"
"TELANGANA","J0209-DR-L","1","885.00","1","885.00"
"KARNATAKA","JNE1998-KR-311-M","3","885.00","3","295.00"
"KARNATAKA","JNE1998-KR-311-XL","3","885.00","3","295.00"
"HARYANA","J0401-DR-M","1","885.00","1","885.00"
"KERALA","J0152-DR-L","1","885.00","1","885.00"
"NAGALAND","J0341-DR-L","1","885.00","1","885.00"
"CHHATTISGARH","J0401-DR-S","1","885.00","1","885.00"
"TELANGANA","J0414-DR-XL","1","885.00","1","885.00"
"HARYANA","J0401-DR-L","1","885.00","1","885.00"
"TELANGANA","J0414-DR-M","1","885.00","1","885.00"
"UTTAR PRADESH","J0398-DR-S","1","885.00","1","885.00"
"ODISHA","J0209-DR-L","1","885.00","1","885.00"
"ASSAM","J0401-DR-XS","1","885.00","1","885.00"
"TELANGANA","J0401-DR-L","1","885.00","1","885.00"
"TAMIL NADU","J0207-DR-XXL","1","885.00","1","885.00"
"PUNJAB","J0401-DR-S","1","885.00","1","885.00"
"TAMIL NADU","JNE3822-KR-XXL","2","885.00","2","442.50"
"MAHARASHTRA","J0414-DR-M","1","885.00","1","885.00"
"UTTAR PRADESH","J0333-DR-XXXL","1","885.00","1","885.00"
"DELHI","J0152-DR-S","1","885.00","1","885.00"
"ASSAM","J0401-DR-XL","1","885.00","1","885.00"
"KERALA","J0207-DR-XXXL","1","885.00","1","885.00"
"TAMIL NADU","J0207-DR-S","1","885.00","1","885.00"
"ASSAM","J0401-DR-M","1","885.00","1","885.00"
"UTTARAKHAND","J0343-DR-XL","1","885.00","1","885.00"
"KARNATAKA","SAR062","1","885.00","1","885.00"
"ASSAM","J0401-DR-L","1","885.00","1","885.00"
"KARNATAKA","SAR061","1","885.00","1","885.00"
"TELANGANA","JNE3703-KR-L","3","885.00","3","295.00"
"GOA","SAR069","1","885.00","1","885.00"
"KARNATAKA","SET271-KR-NP-M","1","885.00","1","885.00"
"ASSAM","J0341-DR-XXL","1","885.00","1","885.00"
"KERALA","J0207-DR-XXL","1","885.00","1","885.00"
"KERALA","J0207-DR-XS","1","885.00","1","885.00"
"HARYANA","J0398-DR-S","1","885.00","1","885.00"
"HARYANA","J0343-DR-XS","1","885.00","1","885.00"
"RAJASTHAN","J0341-DR-XXXL","1","885.00","1","885.00"
"UTTAR PRADESH","J0343-DR-XXL","1","885.00","1","885.00"
"ASSAM","J0343-DR-XL","1","885.00","1","885.00"
"RAJASTHAN","J0343-DR-L","1","885.00","1","885.00"
"GUJARAT","JNE3291-KR-L","2","884.00","2","442.00"
"PUNJAB","JNE3291-KR-L","2","884.00","2","442.00"
"DELHI","JNE3291-KR-M","2","884.00","2","442.00"
"CHHATTISGARH","JNE3291-KR-L","2","884.00","2","442.00"
"ANDHRA PRADESH","JNE3288-KR-L","2","884.00","2","442.00"
"PUNJAB","SET070-KR-NP-XS","1","884.00","1","884.00"
"TAMIL NADU","JNE3575-KR-M","2","884.00","2","442.00"
"CHHATTISGARH","JNE3510-KR-M","2","884.00","2","442.00"
"KERALA","JNE3803-KR-S","2","884.00","2","442.00"
"UTTAR PRADESH","JNE3291-KR-XXXL","2","884.00","2","442.00"
"MAHARASHTRA","JNE3291-KR-XS","2","884.00","2","442.00"
"MADHYA PRADESH","JNE3291-KR-M","2","884.00","2","442.00"
"DELHI","J0328-KR-XS","1","883.00","1","883.00"
"WEST BENGAL","J0328-KR-XS","1","883.00","1","883.00"
"CHANDIGARH","J0328-KR-XXL","1","883.00","1","883.00"
"UTTAR PRADESH","J0328-KR-XS","1","883.00","1","883.00"
"BIHAR","J0249-SKD-L","1","883.00","1","883.00"
"TELANGANA","JNE3775-KR-XXL","3","883.00","3","294.33"
"PUNJAB","J0328-KR-XXL","1","883.00","1","883.00"
"TAMIL NADU","JNE3761-KR-L","3","883.00","3","294.33"
"TAMIL NADU","JNE3621-KR-A-XXXL","2","883.00","2","441.50"
"KARNATAKA","JNE3761-KR-XL","3","883.00","3","294.33"
"ODISHA","J0328-KR-XXL","1","883.00","1","883.00"
"TELANGANA","J0328-KR-XS","1","883.00","1","883.00"
"NAGALAND","SET390-KR-NP-XXXL","1","882.00","1","882.00"
"BIHAR","SET359-KR-NP-M","1","882.00","1","882.00"
"NAGALAND","SET390-KR-NP-XXL","1","882.00","1","882.00"
"GUJARAT","JNE3633-KR-L","2","882.00","2","441.00"
"ANDHRA PRADESH","SET348-KR-NP-M","1","882.00","1","882.00"
"RAJASTHAN","SET348-KR-NP-M","1","882.00","1","882.00"
"NAGALAND","SET390-KR-NP-XL","1","882.00","1","882.00"
"KARNATAKA","SET390-KR-NP-M","1","882.00","1","882.00"
"MAHARASHTRA","SET390-KR-NP-XS","1","882.00","1","882.00"
"NAGALAND","SET390-KR-NP-L","1","882.00","1","882.00"
"MADHYA PRADESH","SET344-KR-NP-XL","1","882.00","1","882.00"
"UTTAR PRADESH","JNE3722-KR-XL","3","882.00","3","294.00"
"GUJARAT","SET390-KR-NP-L","1","882.00","1","882.00"
"HARYANA","SET390-KR-NP-XXXL","1","882.00","1","882.00"
"GUJARAT","SET390-KR-NP-M","1","882.00","1","882.00"
"TAMIL NADU","JNE3773-KR-XXL","3","882.00","3","294.00"
"KERALA","SET390-KR-NP-XXXL","1","882.00","1","882.00"
"BIHAR","SET390-KR-NP-L","1","882.00","1","882.00"
"ODISHA","JNE3454-KR-XXXL","2","882.00","2","441.00"
"MAHARASHTRA","JNE3776-KR-L","3","882.00","3","294.00"
"HARYANA","SET390-KR-NP-S","1","882.00","1","882.00"
"UTTAR PRADESH","SET390-KR-NP-XXL","1","882.00","1","882.00"
"RAJASTHAN","SET390-KR-NP-XXXL","1","882.00","1","882.00"
"HARYANA","SET390-KR-NP-M","1","882.00","1","882.00"
"TELANGANA","JNE3722-KR-XL","3","882.00","3","294.00"
"KARNATAKA","JNE3722-KR-XXL","3","882.00","3","294.00"
"KARNATAKA","SET390-KR-NP-XS","1","882.00","1","882.00"
"RAJASTHAN","SET390-KR-NP-L","1","882.00","1","882.00"
"KARNATAKA","JNE3722-KR-M","3","882.00","3","294.00"
"TAMIL NADU","SET390-KR-NP-XL","1","882.00","1","882.00"
"WEST BENGAL","SET390-KR-NP-XL","1","882.00","1","882.00"
"WEST BENGAL","SET087-KR-PP-XXL","1","881.00","1","881.00"
"TELANGANA","SET258-KR-PP-XS","1","881.00","1","881.00"
"PUNJAB","SET258-KR-PP-XL","1","881.00","1","881.00"
"MAHARASHTRA","SET258-KR-PP-XXXL","1","881.00","1","881.00"
"HARYANA","SET087-KR-PP-XL","1","881.00","1","881.00"
"MAHARASHTRA","SET258-KR-PP-M","1","881.00","1","881.00"
"MAHARASHTRA","SET258-KR-PP-L","1","881.00","1","881.00"
"UTTAR PRADESH","SET258-KR-PP-M","1","881.00","1","881.00"
"DELHI","SET258-KR-PP-XS","1","881.00","1","881.00"
"TAMIL NADU","SET087-KR-PP-XXL","1","881.00","1","881.00"
"TAMIL NADU","SET258-KR-PP-S","1","881.00","1","881.00"
"SIKKIM","SET258-KR-PP-S","1","881.00","1","881.00"
"KERALA","SET087-KR-PP-S","1","881.00","1","881.00"
"TAMIL NADU","SET258-KR-PP-M","1","881.00","1","881.00"
"DELHI","SET258-KR-PP-S","1","881.00","1","881.00"
"BIHAR","SET087-KR-PP-XL","1","881.00","1","881.00"
"MAHARASHTRA","JNE3294-KR-L","2","881.00","2","440.50"
"UTTAR PRADESH","SET087-KR-PP-XL","1","881.00","1","881.00"
"TAMIL NADU","SET087-KR-PP-XL","1","881.00","1","881.00"
"UTTARAKHAND","SET258-KR-PP-M","1","881.00","1","881.00"
"TRIPURA","SET087-KR-PP-S","1","881.00","1","881.00"
"DELHI","SET258-KR-PP-L","1","881.00","1","881.00"
"TRIPURA","SET087-KR-PP-M","1","881.00","1","881.00"
"NAGALAND","SET258-KR-PP-M","1","881.00","1","881.00"
"DELHI","SET087-KR-PP-XXL","1","881.00","1","881.00"
"DELHI","J0300-TP-XXL","3","881.00","3","293.67"
"TELANGANA","SET258-KR-PP-XL","1","881.00","1","881.00"
"MAHARASHTRA","SET087-KR-PP-M","1","881.00","1","881.00"
"MANIPUR","SET087-KR-PP-L","1","881.00","1","881.00"
"MANIPUR","SET258-KR-PP-L","1","881.00","1","881.00"
"UTTAR PRADESH","JNE3294-KR-M","2","881.00","2","440.50"
"ANDHRA PRADESH","SET258-KR-PP-L","1","881.00","1","881.00"
"HARYANA","SET258-KR-PP-XS","1","881.00","1","881.00"
"MANIPUR","SET258-KR-PP-M","1","881.00","1","881.00"
"JAMMU & KASHMIR","SET087-KR-PP-M","1","881.00","1","881.00"
"JAMMU & KASHMIR","SET087-KR-PP-XL","1","881.00","1","881.00"
"UTTAR PRADESH","JNE3294-KR-XXL","2","881.00","2","440.50"
"ANDHRA PRADESH","SET258-KR-PP-XXL","1","881.00","1","881.00"
"MANIPUR","SET258-KR-PP-XL","1","881.00","1","881.00"
"MANIPUR","SET258-KR-PP-XXL","1","881.00","1","881.00"
"GUJARAT","SET258-KR-PP-XXL","1","881.00","1","881.00"
"RAJASTHAN","SET087-KR-PP-XXXL","1","881.00","1","881.00"
"TELANGANA","SET258-KR-PP-L","1","881.00","1","881.00"
"UTTAR PRADESH","SET258-KR-PP-XL","1","881.00","1","881.00"
"TELANGANA","JNE3294-KR-XXXL","2","881.00","2","440.50"
"DELHI","SET087-KR-PP-XL","1","881.00","1","881.00"
"DELHI","SET258-KR-PP-M","1","881.00","1","881.00"
"TELANGANA","JNE3294-KR-M","2","881.00","2","440.50"
"TELANGANA","JNE3294-KR-S","2","881.00","2","440.50"
"ANDHRA PRADESH","JNE3294-KR-XL","2","881.00","2","440.50"
"ASSAM","SET087-KR-PP-XL","1","881.00","1","881.00"
"ASSAM","SET087-KR-PP-L","1","881.00","1","881.00"
"ODISHA","SET087-KR-PP-L","1","881.00","1","881.00"
"ODISHA","SET087-KR-PP-M","1","881.00","1","881.00"
"GOA","PJNE3252-KR-N-5XL","1","880.00","1","880.00"
"KARNATAKA","JNE3369-KR-XXL","2","880.00","2","440.00"
"MADHYA PRADESH","JNE3838-KR-XXL","2","880.00","2","440.00"
"TELANGANA","JNE3764-KR-XXXL","2","880.00","2","440.00"
"KARNATAKA","JNE3391-KR-XS","2","880.00","2","440.00"
"HIMACHAL PRADESH","J0217-BL-L","1","879.00","1","879.00"
"BIHAR","J0342-TP-S","1","879.00","1","879.00"
"GUJARAT","J0342-TP-M","1","879.00","1","879.00"
"ANDHRA PRADESH","J0217-BL-S","1","879.00","1","879.00"
"MADHYA PRADESH","J0342-TP-XXL","1","879.00","1","879.00"
"MAHARASHTRA","JNE3686-TU-L","2","879.00","2","439.50"
"WEST BENGAL","J0308-DR-M","1","879.00","1","879.00"
"ANDHRA PRADESH","J0308-DR-XL","1","879.00","1","879.00"
"KERALA","SET203-KR-DPT-XXXL","2","878.00","2","439.00"
"GUJARAT","SET100-KR-PP-S","1","878.00","1","878.00"
"BIHAR","SET100-KR-PP-L","1","878.00","1","878.00"
"TRIPURA","SET100-KR-PP-XL","1","878.00","1","878.00"
"KERALA","SET203-KR-DPT-XS","2","878.00","2","439.00"
"TELANGANA","SET100-KR-PP-XXXL","1","878.00","1","878.00"
"MAHARASHTRA","SET100-KR-PP-XL","1","878.00","1","878.00"
"KARNATAKA","SET303-KR-NP-L","1","877.00","1","877.00"
"ANDHRA PRADESH","SET265-KR-NP-XXL","1","877.00","1","877.00"
"GOA","SET229-KR-PP-XS","1","877.00","1","877.00"
"KARNATAKA","SET229-KR-PP-XL","1","877.00","1","877.00"
"HIMACHAL PRADESH","SET319-KR-NP-XL","1","877.00","1","877.00"
"LADAKH","SET265-KR-NP-L","1","877.00","1","877.00"
"TELANGANA","SET094-KR-NP-M","1","876.00","1","876.00"
"TELANGANA","SET094-KR-NP-L","1","876.00","1","876.00"
"MAHARASHTRA","JNE2049-KR-351-XXXL1","2","876.00","2","438.00"
"KARNATAKA","JNE2049-KR-351-XS","2","876.00","2","438.00"
"DELHI","JNE3454-KR-XXXL","2","876.00","2","438.00"
"DELHI","JNE3703-KR-L","3","876.00","3","292.00"
"MADHYA PRADESH","JNE3703-KR-S","3","876.00","3","292.00"
"DELHI","SET094-KR-NP-XXXL","1","876.00","1","876.00"
"KARNATAKA","SET094-KR-NP-XXXL","1","876.00","1","876.00"
"ANDHRA PRADESH","JNE2049-KR-351-M","2","876.00","2","438.00"
"TELANGANA","SET094-KR-NP-XXXL","1","876.00","1","876.00"
"ANDHRA PRADESH","SET094-KR-NP-L","1","876.00","1","876.00"
"WEST BENGAL","SET094-KR-NP-XXXL","1","876.00","1","876.00"
"KARNATAKA","SET203-KR-DPT-XS","2","875.00","2","437.50"
"UTTAR PRADESH","SET337-KR-NP-M","1","874.00","1","874.00"
"KARNATAKA","SET337-KR-NP-L","1","874.00","1","874.00"
"KARNATAKA","SET337-KR-NP-XL","1","874.00","1","874.00"
"KARNATAKA","SET337-KR-NP-XS","1","874.00","1","874.00"
"KARNATAKA","SET337-KR-NP-XXL","1","874.00","1","874.00"
"JHARKHAND","SET337-KR-NP-S","1","874.00","1","874.00"
"NEW DELHI","SET337-KR-NP-L","1","874.00","1","874.00"
"UTTARAKHAND","SET337-KR-NP-S","1","874.00","1","874.00"
"NAGALAND","SET337-KR-NP-M","1","874.00","1","874.00"
"ODISHA","JNE3718-KR-XXXL","2","874.00","2","437.00"
"UTTAR PRADESH","JNE1000-NAVY-SR-JB6102RMV-K","1","874.00","1","874.00"
"RAJASTHAN","SET337-KR-NP-M","1","874.00","1","874.00"
"TELANGANA","SET337-KR-NP-XS","1","874.00","1","874.00"
"KERALA","SET337-KR-NP-S","1","874.00","1","874.00"
"MAHARASHTRA","SET337-KR-NP-L","1","874.00","1","874.00"
"DELHI","JNE3761-KR-L","3","874.00","3","291.33"
"TAMIL NADU","SET336-KR-NP-XS","1","874.00","1","874.00"
"TAMIL NADU","SET337-KR-NP-L","1","874.00","1","874.00"
"MADHYA PRADESH","SET337-KR-NP-M","1","874.00","1","874.00"
"UTTAR PRADESH","SET337-KR-NP-S","1","874.00","1","874.00"
"DELHI","JNE3603-KR-M","3","873.00","3","291.00"
"TAMIL NADU","JNE3603-KR-XXL","3","873.00","3","291.00"
"TELANGANA","SET258-KR-PP-M","1","873.00","1","873.00"
"MADHYA PRADESH","SET258-KR-PP-M","1","873.00","1","873.00"
"ODISHA","SET258-KR-PP-XXXL","1","873.00","1","873.00"
"DELHI","SET258-KR-PP-XXXL","1","873.00","1","873.00"
"UTTAR PRADESH","SET258-KR-PP-L","1","873.00","1","873.00"
"UTTAR PRADESH","SET258-KR-PP-XXL","1","873.00","1","873.00"
"WEST BENGAL","SET258-KR-PP-XL","1","873.00","1","873.00"
"WEST BENGAL","JNE3817-KR-XXL","2","872.00","2","436.00"
"HARYANA","SET348-KR-NP-S","1","872.00","1","872.00"
"ODISHA","SET359-KR-NP-XXL","1","872.00","1","872.00"
"ASSAM","SET359-KR-NP-XXXL","1","872.00","1","872.00"
"HARYANA","JNE3822-KR-M","2","872.00","2","436.00"
"HARYANA","JNE3822-KR-XXL","2","872.00","2","436.00"
"HARYANA","SET344-KR-NP-S","1","872.00","1","872.00"
"TELANGANA","SET359-KR-NP-XL","1","872.00","1","872.00"
"TAMIL NADU","JNE3822-KR-M","2","872.00","2","436.00"
"TELANGANA","JNE3822-KR-M","2","872.00","2","436.00"
"JHARKHAND","SET359-KR-NP-XXL","1","872.00","1","872.00"
"KARNATAKA","SET359-KR-NP-L","1","872.00","1","872.00"
"UTTARAKHAND","SET359-KR-NP-XS","1","872.00","1","872.00"
"HIMACHAL PRADESH","SET359-KR-NP-XXXL","1","872.00","1","872.00"
"MAHARASHTRA","SET348-KR-NP-S","1","872.00","1","872.00"
"JHARKHAND","SET348-KR-NP-XS","1","872.00","1","872.00"
"KARNATAKA","SET359-KR-NP-XXL","1","872.00","1","872.00"
"MANIPUR","JNE3822-KR-XL","2","872.00","2","436.00"
"GOA","SET348-KR-NP-M","1","872.00","1","872.00"
"CHANDIGARH","SET344-KR-NP-M","1","872.00","1","872.00"
"ANDHRA PRADESH","SET344-KR-NP-S","1","872.00","1","872.00"
"GUJARAT","JNE3686-TU-XS","2","871.00","2","435.50"
"CHANDIGARH","J0319-KR-XXL","1","871.00","1","871.00"
"TAMIL NADU","PSET058-KR-NP-4XL","1","871.00","1","871.00"
"MAHARASHTRA","PSET058-KR-NP-4XL","1","871.00","1","871.00"
"CHHATTISGARH","J0319-KR-L","1","871.00","1","871.00"
"TAMIL NADU","J0319-KR-L","1","871.00","1","871.00"
"MADHYA PRADESH","JNE3510-KR-S","2","871.00","2","435.50"
"HIMACHAL PRADESH","J0319-KR-S","1","871.00","1","871.00"
"TAMIL NADU","JNE3510-KR-XS","2","871.00","2","435.50"
"WEST BENGAL","PSET058-KR-NP-5XL","1","871.00","1","871.00"
"WEST BENGAL","PJNE3445-KR-N-5XL","1","870.00","1","870.00"
"RAJASTHAN","JNE3399-KR-M","2","870.00","2","435.00"
"UTTAR PRADESH","J0023-TP-XXXL","2","870.00","2","435.00"
"MAHARASHTRA","JNE3789-KR-M","2","870.00","2","435.00"
"RAJASTHAN","PJNE3421-KR-N-6XL","1","870.00","1","870.00"
"TAMIL NADU","SET246-KR-PP-XL","2","870.00","2","435.00"
"PUNJAB","JNE3399-KR-M","2","870.00","2","435.00"
"DELHI","JNE3399-KR-S","2","870.00","2","435.00"
"HARYANA","JNE3291-KR-XL","2","870.00","2","435.00"
"TAMIL NADU","JNE3423-KR-XXL","2","870.00","2","435.00"
"PUNJAB","SET246-KR-PP-XXL","2","870.00","2","435.00"
"GOA","JNE3399-KR-M","2","870.00","2","435.00"
"MAHARASHTRA","PJNE3445-KR-N-5XL","1","870.00","1","870.00"
"TAMIL NADU","JNE3421-KR-XL","2","870.00","2","435.00"
"MAHARASHTRA","JNE3439-KR-XS","2","870.00","2","435.00"
"JHARKHAND","JNE3399-KR-M","2","870.00","2","435.00"
"HARYANA","JNE3399-KR-XXXL","2","870.00","2","435.00"
"MAHARASHTRA","JNE3760-KR-XXXL","2","870.00","2","435.00"
"MADHYA PRADESH","JNE3440-KR-N-M","2","870.00","2","435.00"
"DELHI","SET246-KR-PP-XXL","2","870.00","2","435.00"
"KARNATAKA","JNE3744-TU-L","1","870.00","1","870.00"
"CHHATTISGARH","JNE3399-KR-M","2","870.00","2","435.00"
"GUJARAT","PJNE3440-KR-N-5XL","1","870.00","1","870.00"
"TELANGANA","JNE3789-KR-XS","2","870.00","2","435.00"
"ODISHA","JNE3291-KR-L","2","870.00","2","435.00"
"JAMMU & KASHMIR","PJNE3252-KR-N-6XL","1","870.00","1","870.00"
"UTTAR PRADESH","SET246-KR-PP-XL","2","870.00","2","435.00"
"MAHARASHTRA","SET246-KR-PP-XS","2","870.00","2","435.00"
"HARYANA","PJNE3252-KR-N-6XL","1","870.00","1","870.00"
"PUDUCHERRY","JNE3399-KR-M","2","870.00","2","435.00"
"KERALA","JNE3669-TU-XXL","1","869.00","1","869.00"
"JHARKHAND","PJNE3291-KR-4XL","1","869.00","1","869.00"
"TAMIL NADU","JNE3905-DR-S","1","869.00","1","869.00"
"CHANDIGARH","PJNE3607-KR-6XL","1","869.00","1","869.00"
"KARNATAKA","SET267-KR-NP-S","1","869.00","1","869.00"
"DELHI","PJNE3607-KR-5XL","1","869.00","1","869.00"
"UTTARAKHAND","PJNE3368-KR-5XL","1","869.00","1","869.00"
"TELANGANA","PJNE3423-KR-N-5XL","1","869.00","1","869.00"
"KERALA","SET267-KR-NP-XXL","1","869.00","1","869.00"
"TELANGANA","PJNE3423-KR-N-4XL","1","869.00","1","869.00"
"RAJASTHAN","PJNE3291-KR-4XL","1","869.00","1","869.00"
"UTTAR PRADESH","SET267-KR-NP-L","1","869.00","1","869.00"
"TAMIL NADU","JNE3905-DR-XXXL","1","869.00","1","869.00"
"TAMIL NADU","J0198-TP-XS","1","869.00","1","869.00"
"UTTAR PRADESH","JNE3669-TU-XXXL","1","869.00","1","869.00"
"ANDHRA PRADESH","PJNE3291-KR-6XL","1","869.00","1","869.00"
"KARNATAKA","PJNE3291-KR-4XL","1","869.00","1","869.00"
"KERALA","PJNE3368-KR-5XL","1","869.00","1","869.00"
"KERALA","PJNE3368-KR-4XL","1","869.00","1","869.00"
"UTTAR PRADESH","PJNE3291-KR-5XL","1","869.00","1","869.00"
"TELANGANA","PJNE3368-KR-5XL","1","869.00","1","869.00"
"PUDUCHERRY","PJNE3607-KR-4XL","1","869.00","1","869.00"
"GOA","JNE3905-DR-S","1","869.00","1","869.00"
"RAJASTHAN","SET267-KR-NP-XL","1","869.00","1","869.00"
"PUDUCHERRY","PJNE3291-KR-4XL","1","869.00","1","869.00"
"MADHYA PRADESH","PJNE3607-KR-6XL","1","869.00","1","869.00"
"TELANGANA","JNE3905-DR-S","1","869.00","1","869.00"
"RAJASTHAN","J0081-DR-XL","1","869.00","1","869.00"
"TELANGANA","PJNE3291-KR-4XL","1","869.00","1","869.00"
"GUJARAT","PJNE3291-KR-6XL","1","869.00","1","869.00"
"KERALA","PJNE3291-KR-5XL","1","869.00","1","869.00"
"GUJARAT","PJNE3291-KR-5XL","1","869.00","1","869.00"
"RAJASTHAN","SET267-KR-NP-XXL","1","869.00","1","869.00"
"DELHI","PJNE3291-KR-6XL","1","869.00","1","869.00"
"ANDHRA PRADESH","J0390-TP-M","1","869.00","1","869.00"
"DELHI","PJNE3404-KR-N-5XL","1","869.00","1","869.00"
"TAMIL NADU","PJNE3607-KR-4XL","1","869.00","1","869.00"
"DELHI","JNE3905-DR-M","1","869.00","1","869.00"
"TAMIL NADU","PJNE3423-KR-N-6XL","1","869.00","1","869.00"
"TAMIL NADU","J0216-BL-XXL","1","869.00","1","869.00"
"UTTAR PRADESH","PJNE3423-KR-N-6XL","1","869.00","1","869.00"
"RAJASTHAN","J0157-DR-XXXL","1","869.00","1","869.00"
"MADHYA PRADESH","PJNE3291-KR-6XL","1","869.00","1","869.00"
"RAJASTHAN","PJNE3368-KR-4XL","1","869.00","1","869.00"
"HIMACHAL PRADESH","PJNE3368-KR-6XL","1","869.00","1","869.00"
"GUJARAT","PJNE3607-KR-5XL","1","869.00","1","869.00"
"DELHI","J0220-BL-XL","1","869.00","1","869.00"
"DELHI","PJNE3368-KR-6XL","1","869.00","1","869.00"
"CHHATTISGARH","PJNE3291-KR-6XL","1","869.00","1","869.00"
"TAMIL NADU","SET267-KR-NP-XXL","1","869.00","1","869.00"
"WEST BENGAL","PJNE3291-KR-5XL","1","869.00","1","869.00"
