date,status,fulfilment,sales_channel,ship_service_level,style,sku,category,size,qty,amount,ship_state,b2b,fulfilled_by
2022-04-30,cancelled,merchant,amazon.in,standard,set389,set389_kr_np_s,set,s,0,647.62,maharashtra,False,easy_ship
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3781,jne3781_kr_xxxl,kurta,3xl,1,406.0,karnataka,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,jne3371,jne3371_kr_xl,kurta,xl,1,329.0,maharashtra,True,
2022-04-30,cancelled,merchant,amazon.in,standard,j0341,j0341_dr_l,western_dress,l,0,753.33,tamil_nadu,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,jne3671,jne3671_tu_xxxl,top,3xl,1,574.0,tamil_nadu,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set264,set264_kr_np_xl,set,xl,1,824.0,uttar_pradesh,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0095,j0095_set_l,set,l,1,653.0,punjab,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3405,jne3405_kr_s,kurta,s,1,399.0,telangana,False,easy_ship
2022-04-30,cancelled,amazon,amazon.in,expedited,set200,set200_kr_np_a_xxxl,set,3xl,0,,telangana,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3461,jne3461_kr_xxl,kurta,xxl,1,363.0,tamil_nadu,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3160,jne3160_kr_g_s,kurta,s,1,685.0,tamil_nadu,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3500,jne3500_kr_xs,kurta,xs,1,364.0,uttar_pradesh,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3405,jne3405_kr_xs,kurta,xs,1,399.0,maharashtra,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,set182,set182_kr_dh_xs,set,xs,1,657.0,maharashtra,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,j0351,j0351_set_l,set,l,1,771.0,maharashtra,False,easy_ship
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,pjne3368,pjne3368_kr_6xl,kurta,6xl,1,544.0,andhra_pradesh,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,jne3721,jne3721_kr_xxl,kurta,xxl,1,329.0,rajasthan,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3405,jne3405_kr_xl,kurta,xl,1,399.0,delhi,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3697,jne3697_kr_xxl,kurta,xxl,1,458.0,haryana,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,set254,set254_kr_np_xs,set,xs,1,886.0,karnataka,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3795,jne3795_kr_xxxl,kurta,3xl,1,517.0,tamil_nadu,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set345,set345_kr_np_m,set,m,1,666.0,karnataka,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3373,jne3373_kr_l,kurta,l,1,376.0,telangana,False,
2022-04-30,cancelled,merchant,amazon.in,standard,set291,set291_kr_pp_m,set,m,0,570.48,maharashtra,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,men5002,men5002_kr_l,kurta,l,1,499.0,assam,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,nw030,nw030_tp_pj_xs,set,xs,1,582.0,jharkhand,False,easy_ship
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3415,jne3415_kr_xxxl,kurta,3xl,1,299.0,chhattisgarh,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,pjne2199,pjne2199_kr_n_4xl,kurta,4xl,1,459.0,maharashtra,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3567,jne3567_kr_m,kurta,m,1,399.0,karnataka,False,
2022-04-30,cancelled,merchant,amazon.in,standard,jne2132,jne2132_kr_398_xxxl,kurta,3xl,0,,assam,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,j0341,j0341_dr_s,western_dress,s,1,791.0,tamil_nadu,False,
2022-04-30,shipped,amazon,amazon.in,expedited,men5009,men5009_kr_xl,kurta,xl,1,499.0,uttar_pradesh,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,j0011,j0011_lcd_m,set,m,1,1233.0,andhra_pradesh,False,easy_ship
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3766,jne3766_kr_m,kurta,m,1,517.0,odisha,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,jne3373,jne3373_kr_xl,kurta,xl,1,376.0,telangana,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,men5001,men5001_kr_xl,kurta,xl,1,499.0,uttar_pradesh,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,set345,set345_kr_np_l,set,l,1,666.0,tamil_nadu,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3787,jne3787_kr_s,kurta,s,1,487.0,delhi,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3543,jne3543_kr_s,kurta,s,1,368.0,delhi,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3405,jne3405_kr_l,kurta,l,1,399.0,kerala,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0211,j0211_dr_xxl,ethnic_dress,xxl,1,699.0,uttar_pradesh,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0401,j0401_dr_xxxl,western_dress,3xl,1,885.0,madhya_pradesh,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne2153,jne2153_kr_278_a_m,kurta,m,1,424.0,maharashtra,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,set360,set360_kr_np_m,set,m,1,1126.0,uttar_pradesh,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set268,set268_kr_np_l,set,l,1,788.0,maharashtra,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set183,set183_kr_dh_s,set,s,1,759.0,west_bengal,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0230,j0230_skd_l,set,l,1,1146.0,andhra_pradesh,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3744,jne3744_tu_s,top,s,1,665.0,telangana,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3510,jne3510_kr_s,kurta,s,1,429.0,telangana,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3405,jne3405_kr_m,kurta,m,1,399.0,uttar_pradesh,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,j0186,j0186_set_s,set,s,1,848.0,odisha,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0003,j0003_set_m,set,m,1,654.0,maharashtra,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set282,set282_kr_pp_m,set,m,1,1033.0,nagaland,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne1407,jne1407_black_kr_udf18_xl,kurta,xl,1,390.0,karnataka,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0301,j0301_tp_l,top,l,1,493.0,karnataka,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3869,jne3869_dr_s,western_dress,s,1,721.0,telangana,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set324,set324_kr_np_xs,set,xs,1,597.0,rajasthan,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3405,jne3405_kr_l,kurta,l,1,399.0,assam,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set279,set279_lc_s,set,s,1,888.0,karnataka,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne2014,jne2014_kr_178_xxl,kurta,xxl,1,353.0,telangana,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,nw005,nw005_st_pj_xl,set,xl,1,599.0,karnataka,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,jne2270,jne2270_kr_487_a_m,kurta,m,1,518.0,maharashtra,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3579,jne3579_kr_m,kurta,m,1,295.0,maharashtra,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set347,set347_kr_np_xs,set,xs,1,852.0,uttar_pradesh,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set264,set264_kr_np_m,set,m,1,824.0,maharashtra,False,
2022-04-30,cancelled,amazon,amazon.in,expedited,jne3373,jne3373_kr_xxl,kurta,xxl,0,,gujarat,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set333,set333_kr_dpt_xxl,set,xxl,1,909.0,jharkhand,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3645,jne3645_tp_n_l,top,l,1,432.0,maharashtra,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set233,set233_kr_pp_l,set,l,1,545.0,karnataka,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0381,j0381_skd_xxxl,set,3xl,1,1146.0,karnataka,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3068,jne3068_kr_a_xl,kurta,xl,1,696.0,tamil_nadu,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,jne3718,jne3718_kr_m,kurta,m,1,432.0,maharashtra,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,set386,set386_kr_np_s,set,s,1,631.0,karnataka,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,jne3745,jne3745_kr_xxl,kurta,xxl,1,316.0,karnataka,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3467,jne3467_kr_xl,kurta,xl,1,362.0,odisha,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,jne3721,jne3721_kr_l,kurta,l,1,329.0,telangana,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3405,jne3405_kr_xxl,kurta,xxl,1,399.0,maharashtra,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set295,set295_kr_np_xxxl,set,3xl,1,751.0,assam,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3861,jne3861_dr_xl,western_dress,xl,1,791.0,gujarat,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set288,set288_kr_np_xxxl,set,3xl,1,684.0,west_bengal,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set394,set394_kr_np_xxxl,set,3xl,1,1281.0,west_bengal,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set397,set397_kr_np_xxxl,set,3xl,1,1186.0,west_bengal,False,
2022-04-30,shipped,amazon,amazon.in,expedited,men5002,men5002_kr_xxl,kurta,xxl,1,499.0,telangana,False,
2022-04-30,cancelled,merchant,amazon.in,standard,set377,set377_kr_np_m,set,m,0,1105.36,uttarakhand,False,easy_ship
2022-04-30,cancelled,amazon,amazon.in,expedited,jne3510,jne3510_kr_m,kurta,m,0,,telangana,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,btm038,btm038_pp_xxxl,bottom,3xl,1,377.0,west_bengal,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,j0343,j0343_dr_m,western_dress,m,1,744.0,tamil_nadu,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0341,j0341_dr_xl,western_dress,xl,1,744.0,uttarakhand,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,j0295,j0295_dr_xxl,western_dress,xxl,1,859.0,rajasthan,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,jne3560,jne3560_kr_m,kurta,m,1,487.0,gujarat,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0333,j0333_dr_xxxl,western_dress,3xl,1,825.0,kerala,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set389,set389_kr_np_m,set,m,1,680.0,bihar,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3801,jne3801_kr_xxxl,kurta,3xl,1,725.0,tamil_nadu,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,set098,set098_kr_pp_m,set,m,1,696.0,gujarat,False,
2022-04-30,shipped,amazon,amazon.in,expedited,men5013,men5013_kr_l,kurta,l,1,499.0,gujarat,False,
2022-04-30,cancelled,amazon,amazon.in,expedited,jne3405,jne3405_kr_l,kurta,l,0,,maharashtra,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0003,j0003_set_l,set,l,1,696.0,jammu_&_kashmir,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3718,jne3718_kr_xxxl,kurta,3xl,1,406.0,karnataka,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set347,set347_kr_np_s,set,s,1,852.0,delhi,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3405,jne3405_kr_xxl,kurta,xxl,1,399.0,haryana,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3391,jne3391_kr_xxl,kurta,xxl,1,432.0,gujarat,False,
2022-04-30,cancelled,amazon,amazon.in,expedited,set347,set347_kr_np_s,set,s,0,,delhi,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,set277,set277_kr_np_xxl,set,xxl,1,1338.0,maharashtra,False,easy_ship
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,j0293,j0293_dr_s,western_dress,s,1,472.0,madhya_pradesh,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,set268,set268_kr_np_l,set,l,1,788.0,delhi,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,set154,set154_kr_np_xl,set,xl,1,832.0,haryana,False,easy_ship
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3439,jne3439_kr_xl,kurta,xl,1,399.0,haryana,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,set291,set291_kr_pp_xl,set,xl,1,599.0,haryana,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set293,set293_kr_np_m,set,m,1,692.0,west_bengal,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3648,jne3648_tp_n_m,top,m,1,518.0,maharashtra,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,jne3334,jne3334_kr_m,kurta,m,1,318.0,telangana,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set331,set331_kr_np_xs,set,xs,1,597.0,telangana,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set265,set265_kr_np_s,set,s,1,888.0,bihar,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3718,jne3718_kr_s,kurta,s,1,406.0,telangana,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set397,set397_kr_np___m,set,m,1,1186.0,uttarakhand,False,
2022-04-30,cancelled,amazon,amazon.in,expedited,jne3861,jne3861_dr_xxl,western_dress,xxl,1,791.0,gujarat,False,
2022-04-30,cancelled,amazon,amazon.in,expedited,j0335,j0335_dr_xl,western_dress,xl,1,807.0,gujarat,False,
2022-04-30,cancelled,amazon,amazon.in,expedited,j0335,j0335_dr_xxl,western_dress,xxl,1,807.0,gujarat,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne1525,jne1525_kr_udf19_a_s,kurta,s,1,311.0,west_bengal,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3654,jne3654_tp_xl,top,xl,1,387.0,maharashtra,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3261,jne3261_kr_s,kurta,s,1,348.0,telangana,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,set324,set324_kr_np_s,set,s,1,597.0,assam,False,easy_ship
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,set332,set332_kr_pp_s,set,s,1,549.0,assam,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,set324,set324_kr_np_xxxl,set,3xl,1,635.0,karnataka,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set324,set324_kr_np_xs,set,xs,1,597.0,punjab,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set280,set280_kr_pp_s,set,s,1,790.0,madhya_pradesh,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3618,jne3618_kr_xxl,kurta,xxl,1,375.0,assam,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set304,set304_kr_dpt_xs,set,xs,1,1115.0,telangana,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,men5032,men5032_kr_xxxl,kurta,3xl,1,579.0,karnataka,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,set110,set110_kr_pp_xxl,set,xxl,1,788.0,tamil_nadu,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set324,set324_kr_np_m,set,m,1,597.0,tamil_nadu,False,
2022-04-30,cancelled,amazon,amazon.in,expedited,set269,set269_kr_np_xxxl,set,3xl,0,,karnataka,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3794,jne3794_kr_m,kurta,m,1,517.0,himachal_pradesh,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3291,jne3291_kr_xxl,kurta,xxl,1,442.0,tamil_nadu,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3440,jne3440_kr_n_xxxl,kurta,3xl,1,399.0,uttar_pradesh,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne2270,jne2270_kr_487_a_xxl,kurta,xxl,1,518.0,karnataka,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3261,jne3261_kr_m,kurta,m,1,348.0,tamil_nadu,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,set110,set110_kr_pp_m,set,m,1,788.0,chhattisgarh,False,easy_ship
2022-04-30,cancelled,amazon,amazon.in,expedited,j0300,j0300_tp_xxxl,top,3xl,0,,uttar_pradesh,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set324,set324_kr_np_m,set,m,1,597.0,maharashtra,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3810,jne3810_kr_s,kurta,s,1,696.0,delhi,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3461,jne3461_kr_xl,kurta,xl,1,363.0,telangana,False,
2022-04-30,shipped,amazon,amazon.in,standard,jne3429,jne3429_kr_xl,kurta,xl,1,299.0,telangana,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3710,jne3710_dr_s,western_dress,s,1,690.0,assam,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0113,j0113_tp_xs,top,xs,1,574.0,karnataka,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,set355,set355_kr_pp_m,set,m,1,1399.0,uttar_pradesh,False,easy_ship
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,j0009,j0009_skd_s,set,s,1,999.0,uttar_pradesh,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,j0248,j0248_kr_dpt_xl,set,xl,1,999.0,andhra_pradesh,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3560,jne3560_kr_xl,kurta,xl,1,487.0,chhattisgarh,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3373,jne3373_kr_xxxl,kurta,3xl,1,376.0,tamil_nadu,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,set398,set398_kr_pp_l,set,l,1,1115.0,uttarakhand,False,
2022-04-30,shipped,amazon,amazon.in,expedited,nw032,nw032_st_cp_xxl,set,xxl,1,517.0,karnataka,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set361,set361_kr_np_s,set,s,1,1126.0,karnataka,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3797,jne3797_kr_l,western_dress,l,1,725.0,kerala,False,
2022-04-30,cancelled,amazon,amazon.in,expedited,jne3887,jne3887_kr_xl,kurta,xl,0,,odisha,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3870,jne3870_dr_xxl,western_dress,xxl,1,721.0,odisha,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set345,set345_kr_np_xs,set,xs,1,666.0,bihar,False,
2022-04-30,shipped,amazon,amazon.in,expedited,nw013,nw013_st_sr_l,set,l,1,496.0,telangana,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne2014,jne2014_kr_178_xl,kurta,xl,1,353.0,kerala,False,easy_ship
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3612,jne3612_kr_s,kurta,s,1,399.0,uttar_pradesh,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,pjne2100,pjne2100_kr_n_6xl,kurta,6xl,1,458.0,tamil_nadu,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set398,set398_kr_pp_xxxl,set,3xl,1,1115.0,nagaland,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0006,j0006_set_m,ethnic_dress,m,1,845.0,karnataka,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3405,jne3405_kr_s,kurta,s,1,399.0,haryana,False,easy_ship
2022-04-30,cancelled,amazon,amazon.in,expedited,pjne2100,pjne2100_kr_n_6xl,kurta,6xl,0,,tamil_nadu,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3437,jne3437_kr_s,kurta,s,1,517.0,telangana,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3465,jne3465_kr_s,kurta,s,1,517.0,telangana,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0373,j0373_kr_xxxl,kurta,3xl,1,599.0,uttar_pradesh,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0344,j0344_tp_xxxl,top,3xl,1,487.0,delhi,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0118,j0118_tp_xxl,top,xxl,1,487.0,haryana,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set200,set200_kr_np_a_xs,set,xs,1,568.0,karnataka,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3405,jne3405_kr_m,kurta,m,1,399.0,karnataka,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,jne1998,jne1998_kr_311_xxl,kurta,xxl,1,295.0,maharashtra,False,
2022-04-30,shipped,amazon,amazon.in,expedited,men5004,men5004_kr_xxxl,kurta,3xl,1,484.0,uttar_pradesh,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set345,set345_kr_np_xxl,set,xxl,1,626.0,maharashtra,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set291,set291_kr_pp_m,set,m,1,563.0,uttar_pradesh,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3654,jne3654_tp_l,top,l,1,387.0,maharashtra,False,easy_ship
2022-04-30,cancelled,merchant,amazon.in,standard,j0344,j0344_tp_l,top,l,0,463.81,karnataka,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,j0334,j0334_tp_l,top,l,1,512.0,uttar_pradesh,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0230,j0230_skd_s,set,s,1,1112.0,telangana,False,
2022-04-30,cancelled,amazon,amazon.in,expedited,set345,set345_kr_np_m,set,m,1,626.0,karnataka,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne1233,jne1233_blue_kr_031_xxl,kurta,xxl,1,376.0,telangana,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0295,j0295_dr_m,western_dress,m,1,859.0,karnataka,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set324,set324_kr_np_l,set,l,1,597.0,karnataka,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3371,jne3371_kr_xl,kurta,xl,1,329.0,telangana,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,j0147,j0147_set_xl,set,xl,1,583.0,west_bengal,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,j0308,j0308_dr_l,western_dress,l,1,665.0,maharashtra,False,
2022-04-30,shipped,amazon,amazon.in,expedited,nw030,nw030_tp_pj_l,set,l,1,582.0,maharashtra,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set360,set360_kr_np_xl,set,xl,1,1126.0,uttar_pradesh,False,
2022-04-30,shipped,amazon,amazon.in,expedited,pjne3373,pjne3373_kr_n_6xl,kurta,6xl,1,534.0,maharashtra,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3449,jne3449_kr_xxl,kurta,xxl,1,319.0,tamil_nadu,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3786,jne3786_kr_s,kurta,s,1,368.0,maharashtra,False,
2022-04-30,cancelled,amazon,amazon.in,expedited,set324,set324_kr_np_m,set,m,1,597.0,maharashtra,False,
2022-04-30,cancelled,amazon,amazon.in,expedited,j0003,j0003_set_xxl,set,xxl,1,654.0,karnataka,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0314,j0314_kr_m,kurta,m,1,795.0,gujarat,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,j0341,j0341_dr_m,western_dress,m,1,744.0,tamil_nadu,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,pjne3068,pjne3068_kr_4xl,kurta,4xl,1,692.0,uttar_pradesh,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0340,j0340_tp_m,top,m,1,563.0,jammu_&_kashmir,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3687,jne3687_tu_m,top,m,1,545.0,karnataka,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0376,j0376_skd_l,set,l,1,999.0,arunachal_pradesh,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0003,j0003_set_m,set,m,1,654.0,west_bengal,False,
2022-04-30,shipped,amazon,amazon.in,expedited,j0198,j0198_tp_s,top,s,1,588.0,maharashtra,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3453,jne3453_kr_s,kurta,s,1,497.0,delhi,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,jne3795,jne3795_kr_xxxl,kurta,3xl,1,517.0,rajasthan,False,
2022-04-30,cancelled,amazon,amazon.in,expedited,j0340,j0340_tp_m,top,m,0,,jammu_&_kashmir,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set398,set398_kr_pp_m,set,m,1,1115.0,manipur,False,
2022-04-30,shipped,amazon,amazon.in,standard,nw033,nw033_st_cp_xxxl,set,3xl,1,582.0,west_bengal,False,
2022-04-30,shipped,amazon,amazon.in,expedited,nw037,nw037_tp_sr_xxxl,set,3xl,1,449.0,west_bengal,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3618,jne3618_kr_m,kurta,m,1,375.0,karnataka,False,
2022-04-30,shipped,amazon,amazon.in,expedited,set290,set290_kr_dpt_m,set,m,1,771.0,gujarat,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3405,jne3405_kr_l,kurta,l,1,399.0,tamil_nadu,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3568,jne3568_kr_xxl,kurta,xxl,1,0.0,odisha,False,easy_ship
2022-04-30,shipped,amazon,amazon.in,expedited,j0003,j0003_set_xxxl,set,3xl,1,654.0,uttar_pradesh,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne2153,jne2153_kr_278_a_s,kurta,s,1,424.0,kerala,False,
2022-04-30,cancelled,amazon,amazon.in,expedited,jne3861,jne3861_dr_xl,western_dress,xl,0,,uttar_pradesh,False,
2022-04-30,shipped,amazon,amazon.in,expedited,jne3645,jne3645_tp_n_xs,top,xs,1,432.0,maharashtra,False,
2022-04-30,shipped_delivered_to_buyer,merchant,amazon.in,standard,jne3662,jne3662_tp_xs,top,xs,1,399.0,maharashtra,False,easy_ship
